update,total number of tasks solved
145700,8361
145800,8404
145900,8194
146000,8331
146100,8126
146200,8177
146300,8161
146400,8141
146500,8181
146600,8258
146700,8111
146800,8256
146900,8034
147000,7968
147100,8521
147200,8173
147300,7860
147400,8430
147500,8139
147600,8195
147700,8187
147800,8308
147900,8339
148000,8253
148100,8077
148200,7950
148300,8071
148400,7963
148500,8128
148600,8127
148700,8144
148800,8138
148900,8268
149000,7919
149100,8058
149200,8323
149300,8058
149400,8497
149500,8195
149600,7976
149700,8178
149800,8201
149900,8220
150000,8272
150100,7995
150200,8273
150300,8087
150400,7812
150500,7940
150600,8061
150700,8332
150800,8209
150900,8450
151000,8214
151100,8136
151200,8110
151300,8172
151400,8017
151500,8290
151600,8182
151700,8379
151800,8067
151900,8244
152000,8229
152100,8000
152200,8256
152300,7888
152400,7956
152500,8045
152600,8122
152700,8254
152800,8307
152900,8166
153000,8419
153100,8203
153200,7937
153300,8006
153400,8222
153500,8104
153600,8329
153700,8349
153800,8073
153900,8398
154000,7811
154100,8363
154200,8198
154300,8028
154400,8429
154500,8177
154600,8147
154700,7956
154800,8102
154900,8067
155000,8370
155100,8174
155200,7902
155300,8284
155400,8150
155500,8215
155600,8212
155700,8367
155800,8480
155900,7948
156000,8132
156100,8199
156200,8424
156300,8188
156400,8223
156500,8286
156600,8446
156700,8300
156800,8318
156900,8286
157000,8177
157100,8056
157200,8091
157300,7890
157400,7919
157500,8079
157600,8150
157700,8146
157800,8096
157900,8290
158000,8418
158100,8067
158200,8101
158300,8183
158400,8315
158500,8145
158600,8066
158700,8300
158800,8131
158900,8216
159000,8144
159100,7996
159200,8552
159300,8105
159400,8138
159500,8239
159600,8373
159700,8360
159800,8489
159900,8152
160000,7926
160100,8019
160200,8199
160300,8345
160400,8328
160500,8085
160600,7985
160700,8248
160800,8071
160900,8233
161000,8199
161100,8326
161200,7966
161300,8213
161400,8076
161500,8063
161600,8379
161700,8242
161800,8099
161900,7904
162000,7975
162100,8235
162200,8036
162300,8210
162400,8309
162500,8280
162600,8112
162700,8303
162800,8147
162900,8382
163000,7899
163100,8199
163200,8086
163300,8221
163400,8354
163500,8156
163600,8429
163700,8629
163800,8356
163900,8228
164000,8233
164100,8270
164200,8030
164300,8229
164400,8141
164500,8252
164600,8079
164700,8008
164800,8218
164900,8147
165000,8070
165100,8100
165200,8400
165300,8096
165400,8138
165500,8199
165600,8270
165700,8166
165800,8194
165900,8148
166000,8146
166100,7985
166200,8088
166300,8418
166400,8317
166500,7960
166600,8115
166700,8250
166800,8275
166900,8183
167000,8223
167100,8535
167200,8154
167300,8375
167400,8124
167500,8265
167600,8299
167700,8337
167800,8075
167900,8446
168000,8197
168100,8013
168200,8112
168300,8275
168400,7871
168500,8166
168600,8465
168700,8019
168800,8298
168900,8077
169000,8234
169100,8039
169200,8244
169300,8043
169400,8344
169500,7974
169600,8169
169700,8144
169800,7816
169900,8033
170000,8029
170100,7989
170200,7981
170300,8297
170400,8472
170500,8097
170600,7963
170700,8256
170800,8065
170900,8112
171000,8354
171100,8044
171200,8141
171300,8247
171400,8108
171500,8072
171600,8286
171700,8297
171800,8071
171900,8174
172000,8128
172100,8266
172200,8275
172300,8072
172400,8034
172500,8059
172600,8244
172700,8054
172800,8233
172900,8385
173000,7842
173100,8296
173200,8214
173300,8248
173400,7785
173500,8211
173600,7951
173700,8067
173800,8148
173900,8147
174000,7996
174100,7894
174200,8483
174300,8394
174400,7999
174500,7977
174600,8088
174700,8150
174800,8328
174900,8152
175000,7670
175100,8147
175200,8267
175300,8401
175400,7991
175500,8124
175600,8271
175700,8176
175800,8143
175900,8083
176000,8093
176100,8180
176200,8250
176300,8222
176400,8200
176500,8282
176600,8310
176700,8170
176800,8271
176900,8172
177000,8206
177100,8266
177200,8144
177300,8080
177400,8141
177500,8256
177600,8382
177700,8059
177800,8421
177900,8009
178000,8419
178100,8537
178200,8226
178300,8131
178400,7952
178500,8642
178600,7969
178700,7963
178800,7819
178900,8144
179000,8238
179100,8072
179200,8239
179300,8357
179400,8157
179500,8121
179600,8085
179700,8361
179800,8037
179900,8227
180000,8434
180100,8296
180200,8234
180300,8191
180400,8069
180500,8148
180600,8156
180700,8110
180800,8096
180900,8178
181000,7872
181100,8278
181200,8055
181300,8330
181400,8358
181500,7974
181600,7991
181700,8303
181800,8413
181900,8062
182000,8519
182100,7992
182200,7928
182300,8147
182400,8175
182500,7762
182600,8365
182700,7959
182800,8174
182900,8226
183000,8279
183100,8320
183200,8119
183300,8497
183400,8411
183500,8018
183600,8113
183700,8224
183800,8256
183900,7967
184000,8112
184100,8240
184200,7984
184300,8423
184400,8307
184500,8242
184600,7743
184700,8010
184800,8145
184900,8411
185000,8347
185100,8137
185200,8191
185300,8090
185400,8246
185500,8176
185600,8173
185700,7981
185800,8259
185900,8024
186000,8344
186100,8081
186200,8295
186300,8235
186400,7968
186500,8285
186600,8263
186700,8139
186800,8159
186900,8188
187000,8325
187100,8158
187200,8171
187300,8146
187400,7860
187500,8090
187600,8319
187700,8143
187800,8193
187900,8213
188000,8194
188100,7997
188200,7753
188300,8335
188400,7953
188500,8255
188600,8015
188700,8064
188800,8113
188900,8086
189000,8371
189100,8325
189200,8296
189300,7994
189400,7849
189500,8337
189600,8128
189700,8537
189800,8117
189900,8315
190000,8197
190100,8184
190200,8321
190300,8250
190400,8240
190500,8084
190600,8187
190700,8410
190800,8242
190900,8161
191000,8289
191100,8029
191200,8178
191300,7957
191400,8277
191500,8061
191600,8305
191700,8249
191800,8000
191900,8429
192000,7851
192100,7953
192200,8029
192300,8261
192400,8233
192500,8061
192600,7989
192700,8059
192800,8340
192900,7912
193000,8094
193100,8099
193200,8408
193300,8182
193400,8438
193500,8047
193600,8166
193700,8111
193800,8124
193900,8108
194000,8249
194100,8274
194200,8074
194300,8155
194400,8054
194500,7878
194600,8182
194700,7999
194800,8024
194900,8263
195000,8261
195100,8117
195200,8265
195300,8023
195400,8507
195500,7855
195600,7832
195700,8168
195800,8122
195900,8314
196000,8131
196100,8281
196200,8413
196300,8386
196400,8418
196500,8064
196600,7787
196700,7869
196800,8042
196900,8140
197000,8386
197100,8448
197200,8128
197300,8403
197400,8147
197500,8237
197600,8152
197700,8568
197800,7995
197900,8356
198000,8308
198100,8295
198200,8121
198300,8367
198400,8196
198500,8225
198600,8238
198700,8092
198800,8164
198900,8126
199000,8059
199100,7818
199200,8219
199300,8339
199400,8122
199500,8197
199600,8296
199700,8414
199800,8466
199900,8204
200000,8269
