update,total number of tasks solved
35700,8520
35800,8175
35900,8052
36000,7962
36100,8221
36200,8049
36300,8119
36400,8212
36500,8246
36600,8108
36700,8205
36800,7989
36900,7961
37000,8199
37100,8098
37200,8064
37300,7939
37400,8249
37500,8058
37600,8343
37700,8067
37800,8243
37900,8408
38000,8129
38100,8387
38200,7885
38300,8371
38400,8038
38500,8059
38600,8067
38700,8231
38800,8237
38900,7848
39000,8211
39100,8305
39200,8321
39300,7932
39400,8324
39500,7960
39600,8258
39700,7934
39800,8131
39900,8104
40000,8022
40100,8367
40200,8077
40300,8577
40400,8084
40500,8214
40600,8195
40700,8302
40800,8182
40900,8186
41000,7959
41100,7979
41200,8040
41300,8163
41400,8318
41500,8116
41600,8447
41700,8340
41800,7832
41900,8187
42000,8050
42100,8105
42200,8379
42300,8202
42400,8221
42500,8324
42600,8184
42700,7957
42800,8308
42900,8160
43000,8169
43100,8095
43200,7884
43300,8376
43400,8198
43500,8188
43600,8311
43700,8092
43800,8247
43900,7986
44000,8203
44100,8223
44200,8521
44300,8028
44400,8066
44500,8150
44600,7818
44700,8105
44800,7937
44900,8119
45000,7892
45100,8121
45200,8277
45300,8671
45400,8240
45500,8174
45600,8217
45700,8083
45800,8298
45900,8569
46000,8399
46100,8171
46200,8254
46300,8190
46400,7931
46500,8181
46600,8123
46700,8180
46800,8125
46900,8266
47000,8140
47100,8237
47200,8331
47300,8286
47400,8229
47500,7963
47600,8053
47700,8325
47800,7992
47900,8016
48000,8248
48100,8115
48200,7823
48300,8097
48400,8325
48500,7824
48600,8234
48700,8124
48800,8184
48900,8197
49000,8178
49100,7972
49200,7852
49300,8089
49400,8311
49500,8250
49600,8214
49700,8336
49800,8131
49900,8032
50000,8182
50100,8066
50200,8056
50300,8390
50400,8291
50500,8272
50600,8044
50700,7990
50800,8239
50900,8335
51000,8218
51100,8132
51200,8057
51300,8192
51400,8179
51500,8328
51600,8511
51700,8277
51800,8001
51900,8311
52000,7880
52100,8383
52200,8218
52300,7984
52400,8276
52500,8332
52600,8110
52700,8366
52800,8447
52900,8265
53000,8100
53100,8041
53200,7930
53300,8178
53400,8264
53500,8079
53600,8122
53700,8233
53800,8259
53900,8388
54000,8440
54100,8255
54200,8205
54300,8082
54400,7971
54500,8012
54600,8171
54700,8135
54800,8317
54900,8070
55000,8085
55100,8094
55200,8334
55300,8211
55400,8129
55500,8054
55600,8269
55700,8153
55800,8215
55900,8336
56000,8020
56100,8286
56200,7948
56300,8202
56400,8199
56500,8123
56600,8256
56700,8164
56800,8406
56900,7823
57000,8274
57100,8139
57200,8058
57300,8234
57400,7995
57500,8074
57600,8075
57700,8060
57800,7996
57900,8182
58000,8377
58100,8046
58200,8370
58300,8191
58400,8035
58500,8262
58600,8050
58700,8197
58800,8408
58900,8133
59000,8154
59100,8250
59200,8118
59300,7977
59400,7904
59500,8267
59600,8176
59700,8114
59800,8110
59900,8199
60000,8133
60100,8253
60200,8361
60300,7918
60400,8128
60500,8215
60600,8391
60700,8264
60800,8031
60900,7963
61000,8308
61100,8089
61200,8333
61300,8114
61400,8481
61500,8017
61600,7779
61700,8207
61800,7964
61900,8169
62000,8115
62100,7870
62200,7965
62300,8166
62400,8161
62500,8140
62600,8260
62700,8098
62800,8007
62900,8298
63000,8081
63100,8244
63200,8152
63300,7923
63400,8202
63500,8074
63600,8092
63700,7987
63800,8305
63900,8201
64000,8355
64100,8014
64200,8348
64300,7935
64400,8081
64500,8168
64600,8144
64700,8377
64800,7849
64900,8128
65000,8081
65100,8197
65200,7998
65300,8062
65400,8089
65500,8202
65600,8152
65700,8444
65800,7902
65900,8303
66000,8426
66100,8087
66200,8111
66300,8115
66400,8082
66500,8347
66600,7966
66700,8116
66800,8342
66900,8170
67000,8086
67100,7953
67200,8155
67300,8001
67400,8258
67500,8205
67600,8246
67700,8394
67800,7930
67900,8224
68000,8200
68100,8216
68200,8018
68300,8361
68400,8375
68500,8333
68600,8187
68700,8309
68800,8342
68900,8107
69000,8020
69100,8464
69200,8131
69300,8304
69400,8003
69500,8048
69600,8042
69700,8132
69800,8169
69900,8088
70000,8279
70100,7906
70200,8388
70300,7930
70400,8385
70500,8033
70600,8114
70700,8229
70800,8112
70900,8298
71000,8038
71100,8224
71200,8403
71300,8353
71400,8287
71500,8032
71600,8033
71700,8092
71800,8310
71900,8038
72000,7935
72100,8178
72200,8106
72300,7753
72400,8294
72500,8080
72600,8043
72700,8074
72800,8186
72900,8116
73000,8259
73100,8356
73200,8376
73300,8250
73400,8076
73500,8282
73600,8032
73700,8159
73800,8304
73900,8083
74000,8330
74100,8115
74200,8385
74300,8297
74400,8234
74500,8270
74600,8146
74700,8331
74800,8278
74900,8091
75000,7960
75100,8227
75200,8027
75300,7964
75400,7917
75500,7811
75600,8323
75700,8195
75800,8195
75900,8171
76000,8032
76100,8261
76200,8134
76300,8105
76400,8445
76500,8063
76600,8054
76700,8133
76800,8230
76900,8125
77000,8289
77100,8234
77200,8126
77300,7918
77400,8201
77500,8537
77600,8090
77700,8055
77800,8377
77900,8290
78000,8151
78100,8333
78200,8224
78300,8151
78400,8184
78500,8332
78600,7855
78700,8209
78800,8100
78900,8103
79000,8226
79100,8129
79200,8023
79300,8145
79400,8028
79500,8261
79600,8181
79700,8039
79800,8166
79900,8074
80000,8301
80100,8024
80200,8013
80300,8073
80400,8245
80500,7933
80600,8231
80700,8424
80800,8094
80900,8214
81000,7928
81100,8110
81200,8112
81300,8639
81400,7996
81500,8145
81600,8245
81700,8053
81800,8102
81900,8138
82000,7949
82100,8061
82200,7994
82300,8036
82400,8498
82500,7906
82600,8203
82700,7880
82800,8267
82900,8343
83000,8227
83100,7991
83200,8128
83300,8065
83400,8066
83500,8394
83600,7973
83700,8162
83800,8018
83900,8194
84000,8495
84100,8218
84200,8299
84300,8167
84400,8045
84500,8208
84600,8102
84700,8101
84800,8239
84900,8094
85000,7882
85100,8082
85200,8194
85300,8396
85400,8449
85500,8360
85600,8277
85700,8282
85800,8446
85900,8215
86000,8325
86100,8084
86200,8312
86300,7924
86400,8284
86500,8109
86600,8028
86700,8193
86800,8424
86900,8041
87000,8206
87100,8382
87200,8238
87300,8364
87400,8276
87500,8232
87600,7983
87700,8167
87800,8151
87900,8314
88000,8378
88100,8279
88200,8427
88300,8315
88400,8275
88500,8258
88600,8198
88700,8356
88800,7786
88900,8326
89000,8080
89100,8131
89200,8259
89300,8319
89400,8259
89500,8199
89600,8400
89700,8024
89800,7987
89900,8013
90000,8190
90100,8268
90200,8200
90300,8099
90400,8241
90500,8167
90600,8122
90700,8188
90800,8143
90900,8290
91000,8236
91100,8290
91200,8400
91300,7922
91400,8283
91500,8139
91600,8157
91700,8213
91800,8307
91900,8202
92000,8157
92100,8148
92200,8302
92300,8350
92400,8010
92500,8257
92600,8143
92700,8376
92800,8213
92900,8217
93000,8157
93100,8113
93200,8147
93300,8108
93400,8402
93500,8234
93600,8064
93700,8337
93800,8096
93900,8290
94000,8044
94100,7908
94200,8363
94300,8365
94400,7947
94500,8224
94600,8242
94700,8005
94800,8426
94900,8027
95000,8036
95100,8099
95200,8267
95300,8311
95400,8301
95500,8280
95600,8458
95700,8217
95800,8316
95900,8257
96000,8070
96100,8281
96200,8228
96300,8161
96400,8138
96500,7822
96600,8133
96700,8193
96800,8134
96900,8123
97000,8489
97100,8094
97200,7969
97300,8300
97400,8129
97500,8007
97600,8224
97700,8102
97800,8176
97900,8157
98000,8408
98100,8044
98200,8149
98300,7828
98400,7886
98500,8182
98600,7942
98700,8026
98800,8144
98900,8056
99000,8274
99100,8117
99200,8007
99300,7979
99400,8197
99500,8094
99600,8195
99700,8189
99800,8070
99900,8475
100000,6
100100,1840
100200,7272
100300,7997
100400,8211
100500,7954
100600,8030
100700,7984
100800,7941
100900,8397
101000,8503
101100,8104
101200,8057
101300,8436
101400,8537
101500,7997
101600,8178
101700,8171
101800,8308
101900,7890
102000,8081
102100,8095
102200,8264
102300,8146
102400,8101
102500,8281
102600,8140
102700,8334
102800,8253
102900,8191
103000,8134
103100,8539
103200,8145
103300,8240
103400,8142
103500,8145
103600,8352
103700,8305
103800,7915
103900,8250
104000,8325
104100,8129
104200,7702
104300,8052
104400,7859
104500,8302
104600,8414
104700,7870
104800,8251
104900,8365
105000,8206
105100,7932
105200,8121
105300,8101
105400,8144
105500,8067
105600,8060
105700,7876
105800,8221
105900,8361
106000,8043
106100,8162
106200,8140
106300,8074
106400,7921
106500,8093
106600,8305
106700,8117
106800,8138
106900,8098
107000,8254
107100,8274
107200,8323
107300,8031
107400,7994
107500,8178
107600,8325
107700,8121
107800,8301
107900,8493
108000,7967
108100,8269
108200,8033
108300,7962
108400,7878
108500,8137
108600,8246
108700,8383
108800,8152
108900,7985
109000,8027
109100,8313
109200,8061
109300,8158
109400,8080
109500,7925
109600,8358
109700,8344
109800,8537
109900,8191
110000,8017
110100,8107
110200,8107
110300,8171
110400,7949
110500,8198
110600,7995
110700,8331
110800,7980
110900,8180
111000,8410
111100,8300
111200,8080
111300,8070
111400,8232
111500,8098
111600,8359
111700,8142
111800,8062
111900,8337
112000,8086
112100,8021
112200,8124
112300,8196
112400,8021
112500,8012
112600,8201
112700,8380
112800,8062
112900,8077
113000,8016
113100,7918
113200,8240
113300,8278
113400,8246
113500,7948
113600,7959
113700,7938
113800,8405
113900,8232
114000,8328
114100,7936
114200,8467
114300,8036
114400,8265
114500,8115
114600,8253
114700,8115
114800,8364
114900,7972
115000,8243
115100,8133
115200,8162
115300,8299
115400,7949
115500,8154
115600,8186
115700,8468
115800,8386
115900,7891
116000,8206
116100,8092
116200,8192
116300,8296
116400,8234
116500,8253
116600,8130
116700,8247
116800,8023
116900,8087
117000,8213
117100,8354
117200,8332
117300,7931
117400,8280
117500,8231
117600,7996
117700,8442
117800,8156
117900,8079
118000,8031
118100,8086
118200,7985
118300,8096
118400,8143
118500,8116
118600,8187
118700,8123
118800,8151
118900,8121
119000,8153
119100,8146
119200,8231
119300,8251
119400,8236
119500,8044
119600,8385
119700,8281
119800,8217
119900,8198
120000,7828
120100,8097
120200,7969
120300,8257
120400,7870
120500,7941
120600,8586
120700,8384
120800,8300
120900,8035
121000,8049
121100,7984
121200,8385
121300,8105
121400,7886
121500,8321
121600,8143
121700,8218
121800,8076
121900,8163
122000,8328
122100,7996
122200,8037
122300,8213
122400,8126
122500,8391
122600,8154
122700,8445
122800,8415
122900,8316
123000,8098
123100,8238
123200,8283
123300,7992
123400,8357
123500,8281
123600,8254
123700,8282
123800,8160
123900,8097
124000,8228
124100,8252
124200,8237
124300,8126
124400,8430
124500,7935
124600,7995
124700,8005
124800,8138
124900,8253
125000,8167
125100,8388
125200,8157
125300,7966
125400,8040
125500,8333
125600,8089
125700,7979
125800,8052
125900,8122
126000,8221
126100,8254
126200,8103
126300,8108
126400,8227
126500,7987
126600,8347
126700,8047
126800,8057
126900,8277
127000,7853
127100,8146
127200,7991
127300,8038
127400,8337
127500,7985
127600,7710
127700,8342
127800,7997
127900,8279
128000,8303
128100,8246
128200,8334
128300,8147
128400,8020
128500,8294
128600,8294
128700,7895
128800,8260
128900,8332
129000,8267
129100,8141
129200,8368
129300,8059
129400,8149
129500,8205
129600,8188
129700,8006
129800,8365
129900,8026
130000,7971
130100,8281
130200,8395
130300,8139
130400,8054
130500,8291
130600,8094
130700,8462
130800,8224
130900,8001
131000,7897
131100,8197
131200,8303
131300,8343
131400,8286
131500,7766
131600,8349
131700,7971
131800,8004
131900,8348
132000,8235
132100,8043
132200,8057
132300,8019
132400,7950
132500,7876
132600,8315
132700,7979
132800,7881
132900,8226
133000,8016
133100,8309
133200,8316
133300,8329
133400,8016
133500,8248
133600,8106
133700,8187
133800,8336
133900,8272
134000,8116
134100,8318
134200,8275
134300,8139
134400,8085
134500,8147
134600,8075
134700,8249
134800,8002
134900,8140
135000,8148
135100,8001
135200,7804
135300,8078
135400,8149
135500,8311
135600,8179
135700,8077
135800,8027
135900,8155
136000,8222
136100,8066
136200,8281
136300,8042
136400,8278
136500,8371
136600,8358
136700,8034
136800,7972
136900,8076
137000,8224
137100,8036
137200,7918
137300,8118
137400,8213
137500,8343
137600,8313
137700,8242
137800,7994
137900,8166
138000,8296
138100,8145
138200,7910
138300,8183
138400,8200
138500,8165
138600,8121
138700,8102
138800,8163
138900,8072
139000,7954
139100,8322
139200,8047
139300,7892
139400,7966
139500,7968
139600,8178
139700,8170
139800,8217
139900,8084
140000,7929
140100,7987
140200,8084
140300,8142
140400,8347
140500,7984
140600,7823
140700,8060
140800,8381
140900,8042
141000,8135
141100,8221
141200,8252
141300,8082
141400,8243
141500,8275
141600,7860
141700,8005
141800,8485
141900,8169
142000,8201
142100,8109
142200,8029
142300,8326
142400,8372
142500,8122
142600,8190
142700,8087
142800,8070
142900,8599
143000,8405
143100,8154
143200,8311
143300,7929
143400,8047
143500,8171
143600,7945
143700,8259
143800,8211
143900,7931
144000,8131
144100,8145
144200,8312
144300,8246
144400,8126
144500,7808
144600,8103
144700,7986
144800,8048
144900,8142
145000,7867
145100,8016
145200,8217
145300,7968
145400,8148
145500,8119
145600,8054
145700,8260
145800,8319
145900,8235
146000,8123
146100,8128
146200,8324
146300,8053
146400,7953
146500,8321
146600,8014
146700,7999
146800,8012
146900,8254
147000,8062
147100,8043
147200,8365
147300,8424
147400,7940
147500,8222
147600,8218
147700,8318
147800,7855
147900,8256
148000,8112
148100,8014
148200,8016
148300,8408
148400,8017
148500,7906
148600,8177
148700,8040
148800,8253
148900,8123
149000,7973
149100,8222
149200,8100
149300,8360
149400,8233
149500,7942
149600,7966
149700,8279
149800,8082
149900,8250
150000,8147
150100,8138
150200,8107
150300,8384
150400,8018
150500,8109
150600,8352
150700,8067
150800,7827
150900,8204
151000,8283
151100,8036
151200,8506
151300,7886
151400,8147
151500,7968
151600,7955
151700,8121
151800,8053
151900,8372
152000,8445
152100,8023
152200,8250
152300,8049
152400,8037
152500,8144
152600,8097
152700,8530
152800,8164
152900,8139
153000,8165
153100,8332
153200,8006
153300,8107
153400,8227
153500,8160
153600,7872
153700,7971
153800,8228
153900,8090
154000,8106
154100,8303
154200,8238
154300,8279
154400,8162
154500,7896
154600,8332
154700,8190
154800,8108
154900,8354
155000,8271
155100,8073
155200,8251
155300,8105
155400,8398
155500,8119
155600,8173
155700,8547
155800,7898
155900,8179
156000,8483
156100,8093
156200,8294
156300,8295
156400,8247
156500,8251
156600,8107
156700,8012
156800,8029
156900,8180
157000,8159
157100,8285
157200,8180
157300,8052
157400,8337
157500,8092
157600,8331
157700,8307
157800,8130
157900,8307
158000,8362
158100,8005
158200,8182
158300,8313
158400,8031
158500,7910
158600,8024
158700,8131
158800,8472
158900,8149
159000,8286
159100,8262
159200,8138
159300,8104
159400,8236
159500,7994
159600,7880
159700,8109
159800,8076
159900,8077
160000,8037
160100,8310
160200,8230
160300,8356
160400,7976
160500,8142
160600,8092
160700,8136
160800,8443
160900,8080
161000,8272
161100,8256
161200,8151
161300,8318
161400,7974
161500,7990
161600,8005
161700,8180
161800,8357
161900,8019
162000,8152
162100,8158
162200,7971
162300,8102
162400,8336
162500,8161
162600,8113
162700,8166
162800,8442
162900,8350
163000,8440
163100,7975
163200,7918
163300,8163
163400,8406
163500,8130
163600,8250
163700,8252
163800,8309
163900,7904
164000,8239
164100,8223
164200,8049
164300,8408
164400,8104
164500,8017
164600,8132
164700,8283
164800,8229
164900,8216
165000,8168
165100,8306
165200,8096
165300,8088
165400,8189
165500,8292
165600,8217
165700,8383
165800,8241
165900,8274
166000,8499
166100,8382
166200,8300
166300,7983
166400,8205
166500,8291
166600,8147
166700,8126
166800,7901
166900,8076
167000,8171
167100,7985
167200,8384
167300,8218
167400,8022
167500,8246
167600,8176
167700,8043
167800,8195
167900,8547
168000,8087
168100,7974
168200,8080
168300,8131
168400,8306
168500,8150
168600,8144
168700,8161
168800,8276
168900,7979
169000,8239
169100,8103
169200,8235
169300,8252
169400,8025
169500,8234
169600,8059
169700,8003
169800,8335
169900,8251
170000,8252
170100,7848
170200,8057
170300,8110
170400,8084
170500,8188
170600,8230
170700,8123
170800,8440
170900,8047
171000,8472
171100,8070
171200,8149
171300,8117
171400,8558
171500,8022
171600,8197
171700,8041
171800,8133
171900,8327
172000,7922
172100,8298
172200,8374
172300,8056
172400,8031
172500,8197
172600,8383
172700,8227
172800,8138
172900,8186
173000,7915
173100,8647
173200,8322
173300,8183
173400,8189
173500,7800
173600,8261
173700,8129
173800,8149
173900,8116
174000,8404
174100,7933
174200,7942
174300,8092
174400,8080
174500,8102
174600,8119
174700,8263
174800,8226
174900,8291
175000,7946
175100,8190
175200,7969
175300,8269
175400,7913
175500,7954
175600,8368
175700,8016
175800,8032
175900,8098
176000,8304
176100,8430
176200,8352
176300,8126
176400,8118
176500,8100
176600,8188
176700,8458
176800,8091
176900,8121
177000,7970
177100,8126
177200,7974
177300,8333
177400,7956
177500,8240
177600,8141
177700,7877
177800,8201
177900,8080
178000,8262
178100,8080
178200,8152
178300,8079
178400,8146
178500,8468
178600,7975
178700,8026
178800,8193
178900,8145
179000,8187
179100,8004
179200,8243
179300,8393
179400,7913
179500,7905
179600,8095
179700,8003
179800,8406
179900,8167
180000,8575
180100,8108
180200,7933
180300,8050
180400,8287
180500,8018
180600,8229
180700,8135
180800,8007
180900,8511
181000,8088
181100,8227
181200,8281
181300,8085
181400,7849
181500,8285
181600,8088
181700,8107
181800,8299
181900,8284
182000,8112
182100,8108
182200,8389
182300,8137
182400,8166
182500,8179
182600,8073
182700,8205
182800,8239
182900,7953
183000,8391
183100,7877
183200,8233
183300,7991
183400,8148
183500,8127
183600,8324
183700,7915
183800,7840
183900,8052
184000,8101
184100,8300
184200,8271
184300,8142
184400,8366
184500,8192
184600,8049
184700,8031
184800,8084
184900,8253
185000,8376
185100,8156
185200,8058
185300,7993
185400,8345
185500,8062
185600,8071
185700,8169
185800,8161
185900,8310
186000,8062
186100,8280
186200,8299
186300,8281
186400,8052
186500,8180
186600,8266
186700,8119
186800,7948
186900,8243
187000,8053
187100,8205
187200,7881
187300,8207
187400,8131
187500,8143
187600,8270
187700,8292
187800,8210
187900,8544
188000,8034
188100,8201
188200,8300
188300,8531
188400,8082
188500,8018
188600,8098
188700,8208
188800,8128
188900,8288
189000,8288
189100,8033
189200,8129
189300,7985
189400,8133
189500,8130
189600,8523
189700,7892
189800,8117
189900,8003
190000,8040
190100,8262
190200,8184
190300,8096
190400,8062
190500,8072
190600,8429
190700,8082
190800,8358
190900,8077
191000,8107
191100,7837
191200,8181
191300,8306
191400,8362
191500,8401
191600,8184
191700,8303
191800,8222
191900,7922
192000,8223
192100,8144
192200,8292
192300,8363
192400,8497
192500,7828
192600,8299
192700,8339
192800,8041
192900,8271
193000,8288
193100,7916
193200,7828
193300,7962
193400,8236
193500,8006
193600,8198
193700,8366
193800,8352
193900,8340
194000,8057
194100,8162
194200,8121
194300,8319
194400,8109
194500,8259
194600,8246
194700,8230
194800,8072
194900,8178
195000,8275
195100,8115
195200,8638
195300,8276
195400,8046
195500,8188
195600,7940
195700,8282
195800,8269
195900,8166
196000,8050
196100,8149
196200,8218
196300,8077
196400,8413
196500,8165
196600,8045
196700,8138
196800,8290
196900,8190
197000,8324
197100,8434
197200,8179
197300,8159
197400,8108
197500,8043
197600,8400
197700,8287
197800,8103
197900,7987
198000,8441
198100,8115
198200,8153
198300,8067
198400,8141
198500,7788
198600,8183
198700,8553
198800,8481
198900,8315
199000,8246
199100,8020
199200,8129
199300,7873
199400,7921
199500,8113
199600,8165
199700,8040
199800,8278
199900,8182
200000,8373
